yc,ys
0.526719957,1
0.640883604,1
0.46014541,1
0.466966431,1
0.329014689,1
0.523251063,1
0.337446761,1
0.488591529,1
0.487786223,1
0.304212735,1
0.471136095,1
0.34862078,1
0.889570646,1
0.641211221,1
0.341200207,1
0.388689676,1
0.453944549,1
0.635112508,1
0.467671539,1
0.58799597,1
0.350641832,1
0.510161833,1
0.46130815,1
0.872899462,1
0.509356385,1
0.36290737,1
0.070571247,1
0.236354968,1
0.791779239,1
0.546063731,1
0.40420169,1
0.372808849,1
0.462801377,1
0.471136095,1
0.617947033,1
0.501694154,1
0.651074338,1
0.445329705,1
0.669788169,1
0.663606199,1
0.471136095,1
0.337780772,1
0.467092966,1
0.41635382,1
0.420271391,1
0.265604456,1
0.368704339,1
0.547467607,1
0.305413173,1
0.721567249,1
0.472869241,1
0.412311576,1
0.471939239,1
0.400525907,1
0.333329262,1
0.482103838,1
0.480130944,1
0.550222525,1
0.908852048,1
0.305413173,1
0.617874865,1
0.451742295,1
0.435740149,1
0.623395221,1
0.389117283,1
0.627999611,1
0.564647066,1
0.849787926,1
0.694521264,1
0.41757476,1
0.509356385,1
0.584947126,1
0.487883788,1
0.819967606,1
0.356695115,1
0.294193507,1
0.528326583,1
0.337079161,1
0.839498146,1
0.693318032,1
0.467671539,1
0.470527661,1
0.536405539,1
0.467671539,1
0.648642521,1
0.329915015,1
0.755885266,1
0.105444021,1
0.791714854,1
0.598295136,1
0.487540065,1
0.518280223,1
0.542557762,1
0.458194804,1
0.896952941,1
0.439396923,1
0.452540668,1
0.523623639,1
0.56736825,1
0.471136095,1
0.444417283,1
0.466721205,1
0.455446007,1
0.963724072,1
0.969636253,1
0.533649679,1
0.498216576,1
0.474603434,1
0.417376415,1
0.474603434,1
0.244138629,1
0.540937356,1
0.436069386,1
0.333416042,1
0.679653799,1
0.561580521,1
0.487786223,1
0.474603434,1
0.589126494,1
0.390876428,1
0.48501882,1
0.48872774,1
0.305309629,1
0.352757407,1
0.315336154,1
0.793176722,1
0.656323698,1
0.93522779,1
0.601633708,1
0.723211149,1
0.497185739,1
0.621457481,1
0.498924703,1
0.506685242,1
0.29391556,1
0.65651558,1
0.606564644,1
0.297188641,1
0.984088574,1
0.663625133,1
0.337677816,1
0.912877315,1
0.471136095,1
0.42105686,1
0.434580827,1
0.43116593,1
0.467671539,1
0.500277893,1
0.495447236,1
0.442127501,1
0.419947946,1
0.341925056,1
0.960026562,1
0.466966431,1
0.467671539,1
0.597651367,1
0.40085627,1
0.984068348,1
0.803691002,1
0.820802372,1
0.476211045,1
0.658844593,1
0.401658917,1
0.441353602,1
0.44418311,1
0.389117283,1
0.53871209,1
0.699796879,1
0.572458856,1
0.530989013,1
0.120593072,1
0.467671539,1
0.673186137,1
0.635202997,1
0.6573677,1
0.785538964,1
0.781450856,1
0.828035718,1
0.923723856,1
0.725996575,1
0.639005363,1
0.499298099,1
0.842664019,1
0.270989249,1
0.472484984,1
0.458738463,1
0.533746858,1
0.414195603,1
0.554019766,1
0.503208005,1
0.314114352,1
0.954857443,1
0.467671539,1
0.770817408,1
0.48154513,1
0.561580521,1
0.472945434,1
0.40085627,1
0.775556947,1
0.406094721,1
0.49369644,1
0.58169862,1
0.800289096,1
0.526758505,1
0.519779924,1
0.371626693,1
0.825753311,1
0.460516456,1
0.527092272,1
0.437229608,1
0.887311076,1
0.285250598,1
0.491635562,1
0.952724057,1
0.99086422,1
0.509356385,1
0.356262905,1
0.469276642,1
0.864474737,1
0.509453972,1
0.474603434,1
0.278472795,1
0.913541054,1
0.951109156,1
0.643666216,1
0.408924604,1
0.530186273,1
0.694521264,1
0.785429363,1
0.441186055,1
0.466966431,1
0.69156206,1
0.967255253,1
0.489396894,1
0.939350027,1
0.877115964,1
0.498678396,1
0.897210023,1
0.471233393,1
0.571377632,1
0.434580827,1
0.502147711,1
0.440190996,1
0.339927946,1
0.584259268,1
0.508067598,1
0.488591529,1
0.467671539,1
0.488493958,1
0.681205675,1
0.426989568,1
0.788640667,1
0.645465756,1
0.482015523,1
0.471136095,1
0.467671539,1
0.478877485,1
0.51283225,1
0.487786223,1
0.909114722,1
0.459344877,1
0.471136095,1
0.39687889,1
0.502067545,1
0.390876428,1
0.449797632,1
0.622917311,1
0.895390605,1
0.446261059,1
0.733656716,1
0.428218814,1
0.818805157,1
0.496362563,1
0.467671539,1
0.25377446,1
0.27603195,1
0.63077086,1
0.431860777,1
0.900746684,1
0.50831384,1
0.470430379,1
0.48501882,1
0.800240238,1
0.514806452,1
0.832751605,1
0.810104109,1
0.563938829,1
0.471136095,1
0.884788217,1
0.396070676,1
0.469851406,1
0.404884013,1
0.437559097,1
0.30551083,1
0.890692211,1
0.474603434,1
0.670414344,1
0.805672605,1
0.436607947,1
0.398991592,1
0.462801377,1
0.371195413,1
0.537109845,1
0.754860228,1
0.611704648,1
0.430471353,1
0.304747854,1
0.530186273,1
0.44073067,1
0.701670835,1
0.956005343,1
0.948827085,1
0.564635255,1
0.779703983,1
0.451792494,1
0.593267317,1
0.727586971,1
0.311059679,1
0.400782859,1
0.48501882,1
0.421024089,1
0.913633056,1
0.910078508,1
0.502775661,1
0.650770099,1
0.528774931,1
0.211681008,1
0.466261455,1
0.402992795,1
0.65422777,1
0.658005402,1
0.445561213,1
0.747870654,1
0.339136636,1
0.428546683,1
0.692483737,1
0.48468439,1
0.428546683,1
0.467671539,1
0.317560669,1
0.584705171,1
0.547467607,1
0.51283225,1
0.399402781,1
0.644817293,1
0.633290273,1
0.954413674,1
0.612120518,1
0.302850043,1
0.467671539,1
0.444212209,1
0.495447236,1
0.650430578,1
0.374961058,1
0.41826381,1
0.565343233,1
0.81555357,1
0.638627669,1
0.48154513,1
0.410139068,1
0.437672382,1
0.993546235,1
0.507940543,1
0.455189751,1
0.656729429,1
0.524651702,1
0.641625051,1
0.084747877,1
0.736366016,1
0.499298099,1
0.384180617,1
0.826530753,1
0.218661818,0
0.43116593,0
0.321376527,0
0.108195753,0
0.335795516,0
0.241910637,0
0.451040854,0
0.467671539,0
0.132345527,0
0.276520231,0
0.172900464,0
0.467671539,0
0.44292261,0
0.250587857,0
0.011157484,0
0.467671539,0
0.077764868,0
0.37628969,0
0.471136095,0
0.159088793,0
0.15279957,0
0.32441451,0
0.207083628,0
0.413566565,0
0.478073223,0
0.20610851,0
0.429008145,0
0.487786223,0
0.297305975,0
0.309168415,0
0.378893152,0
0.477032455,0
0.319363474,0
0.551281024,0
0.474603434,0
0.488493958,0
0.345894793,0
0.47988503,0
0.414195603,0
0.378893152,0
0.467671539,0
0.270915076,0
0.321373256,0
0.461552993,0
0.466966431,0
0.432651742,0
0.722523025,0
0.271830917,0
0.170519228,0
0.468228687,0
0.618705003,0
0.40420169,0
0.131725214,0
0.384609934,0
0.471136095,0
0.13427998,0
0.474603434,0
0.544019136,0
0.179966937,0
0.697854149,0
0.395883505,0
0.340476098,0
0.336010437,0
0.48154513,0
0.662454081,0
0.495447236,0
0.200307404,0
0.500063868,0
0.343384421,0
0.474603434,0
0.389435605,0
0.035677451,0
0.48501882,0
0.269888258,0
0.459344877,0
0.369159247,0
0.310049805,0
0.48154513,0
0.812699207,0
0.554362441,0
0.467063628,0
0.436607947,0
0.380654872,0
0.338099321,0
0.421747495,0
0.16791258,0
0.215880883,0
0.329745702,0
0.206097086,0
0.175420865,0
0.369123236,0
0.452443927,0
0.469479384,0
0.279311727,0
0.578627604,0
0.467671539,0
0.272469348,0
0.471136095,0
0.679978901,0
0.471136095,0
0.516306875,0
0.412977537,0
0.478073223,0
0.48582389,0
0.522544415,0
0.345468642,0
0.478073223,0
0.129255742,0
0.086577193,0
0.680746284,0
0.44292261,0
0.312679775,0
0.48154513,0
0.268883095,0
0.420961675,0
0.337677816,0
0.24439869,0
0.186351777,0
0.444417283,0
0.416448713,0
0.14367739,0
0.467671539,0
0.471605569,0
0.467671539,0
0.229385418,0
0.48154513,0
0.166674417,0
0.343200905,0
0.212693276,0
0.296042433,0
0.435973362,0
0.362668504,0
0.414290354,0
0.530186273,0
0.471136095,0
0.166827687,0
0.299754549,0
0.419143305,0
0.431956589,0
0.409900737,0
0.502067545,0
0.213469924,0
0.163764027,0
0.29545247,0
0.229385418,0
0.350232265,0
0.456703804,0
0.128671082,0
0.244267783,0
0.48164262,0
0.449457192,0
0.161410253,0
0.474603434,0
0.249115666,0
0.350641832,0
0.428451058,0
0.380319267,0
0.495447236,0
0.456001067,0
0.307665011,0
0.390557682,0
0.396070676,0
0.74150648,0
0.132843086,0
0.536243046,0
0.318431821,0
0.467671539,0
0.212462996,0
0.380654872,0
0.509356385,0
0.457520958,0
0.34162384,0
0.286472553,0
0.392915095,0
0.445561213,0
0.519445702,0
0.471136095,0
0.297008615,0
0.467671539,0
0.150787864,0
0.601727293,0
0.625282377,0
0.474603434,0
0.467671539,0
0.303530958,0
0.621900604,0
0.492343513,0
0.194653786,0
0.739629033,0
0.556302093,0
0.304438488,0
0.201381878,0
0.218140598,0
0.48154513,0
0.246450199,0
0.47773914,0
0.471136095,0
0.19694853,0
0.474603434,0
0.530186273,0
0.402744224,0
0.443291171,0
0.439396923,0
0.310434831,0
0.110762372,0
0.533649679,0
0.510161833,0
0.467671539,0
0.415509551,0
0.142919518,0
0.484311353,0
0.517229486,0
0.498216576,0
0.195968175,0
0.449000129,0
0.202024834,0
0.759320782,0
0.221981094,0
0.303846794,0
0.502402275,0
0.458641507,0
0.23885344,0
0.458641507,0
0.277165482,0
0.471136095,0
0.390019988,0
0.295978734,0
0.48154513,0
0.254298,0
0.138061143,0
0.454041344,0
0.135694129,0
0.554130902,0
0.467671539,0
0.26817627,0
0.330541508,0
0.503208005,0
0.519779924,0
0.411280615,0
0.480152115,0
0.202024834,0
0.214011571,0
0.192482404,0
0.432747595,0
0.414318954,0
0.167976903,0
0.467671539,0
0.505269179,0
0.474603434,0
0.043060728,0
0.05977346,0
0.467671539,0
0.269871545,0
0.271992074,0
0.439334776,0
0.419143305,0
0.372459682,0
0.306782324,0
0.595041521,0
0.499022325,0
0.509356385,0
0.322695353,0
0.498924703,0
0.060223104,0
0.171432909,0
0.372856242,0
0.432651742,0
0.524055015,0
0.44292261,0
0.443621628,0
0.332511252,0
0.501694154,0
0.340708161,0
0.360131434,0
0.48582389,0
0.309665041,0
0.036678821,0
0.471136095,0
0.336139443,0
0.28016931,0
0.270530342,0
0.285814201,0
0.402992795,0
0.224572662,0
0.437905827,0
0.510709031,0
0.41396549,0
0.467671539,0
0.130891426,0
0.396841876,0
0.436975376,0
0.442223818,0
0.501694154,0
0.446357556,0
0.116177693,0
0.033464406,0
0.296633077,0
0.271734304,0
0.249308998,0
0.455189751,0
0.315336154,0
0.404789927,0
0.402217613,0
0.436862131,0
0.162001674,0
0.064445474,0
0.463602768,0
0.435973362,0
0.467671539,0
0.390109322,0
0.510161833,0
0.235187547,0
0.279500102,0
0.523251063,0
0.474603434,0
0.515599463,0
0.23434021,0
0.30520421,0
0.340476098,0
0.047303023,0
0.233325286,0
0.337992961,0
0.073027766,0
0.391200078,0
0.495447236,0
0.625248785,0
0.390876428,0
0.031710685,0
0.198325829,0
0.424356045,0
0.321458425,0
0.551008135,0
0.355111931,0
0.373030647,0
0.48154513,0
0.165153142,0
0.466966431,0
0.260859099,0
0.602181428,0
0.108105358,0
0.405660847,0
0.198538798,0
0.188060902,0
0.397199433,0
0.162908793,0
0.230064551,0
0.467160828,0
0.361943453,0
0.181481174,0
0.477836569,0
0.408260633,0
0.332198654,0
0.901872123,0
0.430820447,0
0.399081637,0
0.3312551,0
0.391999991,0
0.368704339,0
0.424356045,0
0.239971565,0
0.431860777,0
0.47107323,0
0.277165482,0
0.072947391,0
0.462801377,0
0.386804816,0
0.54067535,0
0.453280837,0
0.41958142,0
0.317651336,0
0.300309218,0
0.454646765,0
0.471136095,0
0.056878204,0
0.476659859,0
0.328094781,0
0.405909994,0
0.588225721,0
0.203816596,0
0.321805267,0
0.375413988,0
0.435488884,0
0.446726684,0
0.239551891,0
0.505977223,0
0.223452143,0
0.283076643,0
0.339840335,0
0.505633339,0
0.462232738,0
0.468571244,0
0.488493958,0
0.372189417,0
0.754105601,0
0.456691884,0
0.064840357,0
0.316032416,0
0.496252936,0
0.637711601,0
0.143450259,0
0.000141438,0
0.193928717,0
0.350985402,0
0.604962854,0
0.221603143,0
0.656021618,0
0.389528457,0
0.256510805,0
0.442679525,0
0.178350304,0
0.507058568,0
0.444384089,0
0.445116775,0
0.284946179,0
0.312646543,0
0.286472553,0
0.54102519,0
0.396748413,0
0.453242516,0
0.478534179,0
0.463602768,0
0.488493958,0
0.567176541,0
0.391644073,0
0.579653311,0
0.238782456,0
0.804957367,0
0.731419196,0
0.323511433,0
0.237428347,0
0.033125399,0
0.51283225,0
0.456594995,0
0.270430033,0
0.273746036,0
0.097539672,0
0.494739171,0
0.246295979,0
0.274961162,0
0.341615569,0
0.629393402,0
0.526386164,0
0.168723364,0
0.467671539,0
0.502402275,0
0.278543871,0
0.492775776,0
0.478073223,0
0.12397366,0
0.184310515,0
0.262922819,0
0.316065843,0
0.341978939,0
0.664018453,0
0.425835957,0
0.326678637,0
0.413870761,0
0.552421133,0
0.122586427,0
0.467671539,0
0.453242516,0
0.548635868,0
0.495447236,0
0.385619063,0
0.502402275,0
0.238053099,0
0.02740955,0
0.419833078,0
0.161201692,0
0.193791404,0
0.461552993,0
0.483603949,0
0.261471736,0
0.629832769,0
0.377803752,0
0.447057644,0
0.282230831,0
0.069975139,0
0.48164262,0
0.140636083,0
0.192066513,0
0.525358065,0
0.422207044,0
0.262275888,0
0.362997658,0
0.470654309,0
0.447057644,0
0.389435605,0
0.130509368,0
0.918917122,0
0.278741904,0
0.404107655,0
0.326451398,0
0.434138766,0
0.27608537,0
0.33371369,0
0.476325862,0
0.413072205,0
0.667743443,0
0.429240495,0
0.365472497,0
0.490927644,0
0.33808034,0
0.19370625,0
0.5044635,0
0.325743114,0
0.237754267,0
0.319750781,0
0.124014445,0
0.467671539,0
0.463974206,0
0.311445394,0
0.471136095,0
0.541366786,0
0.369123236,0
0.533746858,0
0.560553207,0
0.440299063,0
0.312457755,0
0.808768115,0
0.414977845,0
0.467435422,0
0.470899776,0
0.488493958,0
0.261410538,0
0.373693355,0
0.331570576,0
0.485252517,0
0.119708965,0
0.438699313,0
0.292484333,0
0.51053507,0
0.449096737,0
0.403337505,0
0.343641475,0
0.2620034,0
0.517111731,0
0.530186273,0
0.288676423,0
0.258704063,0
0.238782456,0
0.488493958,0
0.437316645,0
0.159520441,0
0.45129671,0
0.386378143,0
0.644168298,0
0.276897311,0
0.513637441,0
0.478073223,0
0.471233393,0
0.366310885,0
0.48154513,0
0.534490173,0
0.14793901,0
0.495112529,0
0.620790904,0
0.869086645,0
0.126398316,0
0.313726838,0
0.467671539,0
0.218186464,0
0.260213283,0
0.42105686,0
0.271999356,0
0.456788775,0
0.160174631,0
0.526719957,0
0.312424536,0
0.156861699,0
0.37628969,0
0.492441113,0
0.274951584,0
0.100011855,0
0.488493958,0
0.220251189,0
0.112139897,0
0.993352641,0
0.413759104,0
0.370131234,0
0.530646389,0
0.376532227,0
0.320139,0
0.485921435,0
0.395000246,0
0.451200016,0
0.342028639,0
0.508660488,0
0.490143374,0
0.484311353,0
0.22450467,0
0.348779702,0
0.369454852,0
0.314643955,0
0.147831797,0
0.241133677,0
0.182028959,0
0.267770887,0
0.590906305,0
0.472857265,0
0.491046432,0
0.12652183,0
0.49010473,0
0.474603434,0
0.492067806,0
0.505171568,0
0.423224999,0
0.172900464,0
0.54128176,0
0.146361348,0
0.48154513,0
0.453145749,0
0.175266658,0
0.447854501,0
0.469724782,0
0.24439869,0
0.449038386,0
0.231029688,0
0.111405775,0
0.494739171,0
0.526013793,0
0.482349835,0
